Species Code,Common Name,Scientific Name,In BS Region,In GOA Region,In WC Region,Taxonomically Classifiable,Species Taxonomic ID,Category of Code,Category Merge Mode,Merge In RACEBASE,Life Stage ID,From Length,To Length,Length Units,Is Organic,ITIS ID,Active,Size Class ID,Polycorder Species Code,Commonly Counted,Merge In Extract,Morphic Subcategory
77000,scaphopod unid.,Scaphopoda,Y,Y,,Y,2577,N,,N,,,,,Y,,Y,,,Y,N,N
77010,,Dentaliidae,,Y,,Y,3003,N,,N,,,,,Y,,Y,,,U,N,N
77011,,Dentalium sp.,,Y,,Y,349,N,,N,,,,,Y,,Y,,,Y,N,N
77012,Dall tuskshell,Rhabdus dalli,Y,,,Y,1318,N,,N,,,,,Y,,Y,,,Y,N,N
77015,,Gadilidae,,Y,,Y,2906,N,,N,,,,,Y,,Y,,,U,N,N
77102,Stearns toothshell,Compressidens stearnsii,,Y,,Y,2328,N,,N,,,,,Y,,Y,,,Y,N,N
78000,cephalopod unid.,Cephalopoda,Y,Y,Y,Y,2573,N,,N,,,,,Y,,Y,,,Y,N,N
78005,squid or octopus unid. eggs,Cephalopoda egg,Y,,,Y,2573,Y,78000,N,2,,,,Y,,Y,,,U,N,N
78010,octopus unid.,Octopodidae,Y,Y,Y,Y,686,N,,N,,,,,Y,,Y,,,Y,N,N
78011,pelagic octopus unid.,,Y,Y,Y,Y,2573,N,,N,,,,,Y,,Y,,,Y,N,N
78012,smoothskin octopus,Benthoctopus leioderma,Y,Y,Y,Y,2158,N,,N,,,,,Y,,Y,,,Y,N,N
78013,,Benthoctopus sibiricus,Y,,,Y,3573,N,,N,,,,,Y,,Y,,,U,N,N
78020,,Octopus sp.,Y,Y,,Y,688,N,,N,,,,,Y,,Y,,,Y,N,N
78021,yellowring octopus,Japetella heathi,,,Y,Y,1658,N,,N,,,,,Y,,Y,,,Y,N,N
78022,,Japetella diaphana,,Y,,Y,1659,N,,N,,,,,Y,,Y,,,Y,N,N
78023,,Japetella sp.,,Y,,Y,515,N,,N,,,,,Y,,Y,,,Y,N,N
78030,flapjack devilfish,Opisthoteuthis californiana,Y,Y,Y,Y,2424,N,,N,,,,,Y,,Y,,,Y,N,N
78040,,Grimpoteuthis albatrossi,,,Y,Y,2343,N,,N,,,,,Y,,Y,,,Y,N,N
78210,North Pacific bigeye octopus,Octopus californicus,,,Y,Y,1293,N,,N,,,,,Y,,Y,,,Y,N,N
78300,,Bolitaenidae,,,Y,Y,189,N,,N,,,,,Y,,Y,,,Y,N,N
78301,,Opisthoteuthis sp. cf. californiana (Jorgensen),,Y,,Y,4020,N,,N,,,,,Y,,Y,,,Y,N,N
78352,,Graneledone boreopacifica,,,Y,Y,2036,N,,N,,,,,Y,,Y,,,Y,N,N
78353,,Graneledone sp. cf. boreopacifica (Nesis),Y,,,Y,3609,N,,N,,,,,Y,,Y,,,Y,N,N
78403,giant octopus,Enteroctopus dofleini,Y,Y,Y,Y,1291,N,,N,,,,,Y,,Y,,,Y,N,N
78404,,Octopus rubescens,,,Y,Y,1292,N,,N,,,,,Y,,Y,,,Y,N,N
78452,,Benthoctopus sp.,Y,Y,Y,Y,178,N,,N,,,,,Y,,Y,,,Y,N,N
78454,pygmy benthoctopus,Sasakiopus salebrosus,Y,,,Y,3575,N,,N,,,,,Y,,Y,,,U,N,N
78455,,Benthoctopus oregonensis,Y,,,Y,3574,N,,N,,,,,Y,,Y,,,U,N,N
78502,vampire squid,Vampyroteuthis infernalis,Y,Y,Y,Y,2439,N,,N,,,,,Y,,Y,,,Y,N,N
79000,squid unid.,Decapodiformes,Y,Y,Y,Y,2603,N,,N,,,,,Y,,Y,,,Y,N,N
79001,rhomboid squid,Taningia danae,,,Y,Y,2507,N,,N,,,,,Y,,Y,,,Y,N,N
79002,squid eggs unid.,Decapodiform eggs,,,Y,Y,2603,Y,79000,N,2,,,,Y,,Y,,,Y,N,N
79020,eastern Pacific bobtail,Rossia pacifica,Y,Y,Y,Y,1178,N,,N,,,,,Y,,Y,,,Y,N,N
79021,,Rossia pacifica eggs,Y,,,Y,1178,Y,79020,N,2,,,,Y,,Y,,,U,N,N
79120,California market squid,Doryteuthis opalescens,Y,Y,Y,Y,1151,N,,N,,,,,Y,,Y,,,Y,N,N
79199,,Gonatidae,Y,,,Y,442,N,,N,,,,,Y,,Y,,,U,N,N
79200,,Gonatus sp.,Y,Y,Y,Y,444,N,,N,,,,,Y,,Y,,,Y,N,N
79201,clawed armhook squid,Gonatus onyx,,Y,Y,Y,1242,N,,N,,,,,Y,,Y,,,Y,N,N
79202,Berry armhook squid,Gonatus berryi,,,Y,Y,1244,N,,N,,,,,Y,,Y,,,Y,N,N
79203,fiery armhook squid,Gonatus pyros,,,Y,Y,1243,N,,N,,,,,Y,,Y,,,Y,N,N
79204,California armhook squid,Gonatus californiensis,,,Y,Y,1248,N,,N,,,,,Y,,Y,,,Y,N,N
79205,,Gonatus madokai,Y,,,Y,1245,N,,N,,,,,Y,,Y,,,U,N,N
79206,,Gonatus kamtschaticus,,Y,,Y,1247,N,,N,,,,,Y,,Y,,,U,N,N
79207,,Eogonatus tinro,,Y,,Y,1641,N,,N,,,,,Y,,Y,,,U,N,N
79208,,Gonatus middendorffi,,Y,,Y,1246,N,,N,,,,,Y,,Y,,,U,N,N
79210,magistrate armhook squid,Berryteuthis magister,Y,Y,Y,Y,2160,N,,N,,,,,Y,,Y,,91,Y,N,N
79211,,Berryteuthis anonychus,,Y,,Y,2556,N,,N,,,,,Y,,Y,,,U,N,N
79250,,Gonatopsis sp.,Y,Y,,Y,443,N,,N,,,,,Y,,Y,,,Y,N,N
79252,boreopacific armhook squid,Gonatopsis borealis,Y,Y,Y,Y,2529,N,,N,,,,,Y,,Y,,,Y,N,N
79253,,Gonatopsis sp. cf. japonica (Kubodera and Okutani),Y,,,Y,3606,N,,N,,,,,Y,,Y,,,Y,N,N
79254,makko armhook squid,Gonatopsis makko,,Y,,Y,1849,N,,N,,,,,Y,,Y,,,Y,N,N
79255,,Gonatopsis sp. A (Jorgensen),,,,Y,3977,N,,N,,,,,Y,,Y,,,Y,N,N
79259,,Ommastrephidae,,,Y,Y,696,N,,N,,,,,Y,,Y,,,Y,N,N
79260,red flying squid,Ommastrephes bartrami,,,Y,Y,2257,N,,N,,,,,Y,,Y,,,Y,N,N
79265,Humboldt squid,Dosidicus gigas,,,Y,Y,1638,N,,N,,,,,Y,,Y,,,Y,N,N
79302,robust clubhook squid,Moroteuthis robusta,Y,Y,Y,Y,2080,N,,N,,,,,Y,,Y,,,Y,N,N
79310,,Onychoteuthidae,,,Y,Y,704,N,,N,,,,,Y,,Y,,,Y,N,N
79311,common clubhook squid,Onychoteuthis banksii,,,Y,Y,2369,N,,N,,,,,Y,,Y,,,Y,N,N
79312,boreal clubhook squid,Onychoteuthis borealijaponicus,Y,Y,Y,Y,2370,N,,N,,,,,Y,,Y,,,Y,N,N
79340,,Galiteuthis phyllura,Y,Y,Y,Y,2032,N,,N,,,,,Y,,Y,,,Y,N,N
79351,,Abraliopsis sp.,,,Y,Y,16,N,,N,,,,,Y,,Y,,,Y,N,N
79352,,Abraliopsis felis,,,Y,Y,1936,N,,N,,,,,Y,,Y,,,Y,N,N
79403,,Chiroteuthis sp.,Y,Y,Y,Y,266,N,,N,,,,,Y,,Y,,,Y,N,N
79404,,Chiroteuthis calyx,Y,Y,Y,Y,2188,N,,N,,,,,Y,,Y,,,Y,N,N
79405,sandpaper squid,Cranchia scabra,,Y,Y,Y,1380,N,,N,,,,,Y,,Y,,,Y,N,N
79406,,Cranchiidae,Y,,,Y,303,N,,N,,,,,Y,,Y,,,Y,N,N
79440,,Taoniinae,,,Y,Y,983,N,,N,,,,,Y,,Y,,,Y,N,N
79442,,Taonius pavo,Y,Y,Y,Y,1330,N,,N,,,,,Y,,Y,,,Y,N,N
79443,,Belonella borealis,,Y,,Y,3892,N,,N,,,,,Y,,Y,,,U,N,N
79504,,Octopoteuthis deletron,Y,Y,Y,Y,2368,N,,N,,,,,Y,,Y,,,Y,N,N
79509,jewel squids,Histioteuthis sp.,Y,Y,,Y,485,N,,N,,,,,Y,,Y,,,Y,N,N
79510,,Histioteuthis heteropsis,,,Y,Y,2355,N,,N,,,,,Y,,Y,,,Y,N,N
79511,,Histioteuthis dofleini,,Y,Y,Y,3855,N,,N,,,,,Y,,Y,,,U,N,N
79512,,Histioteuthis hoylei,,,Y,Y,2354,N,,N,,,,,Y,,Y,,,Y,N,N
79513,,Stigmatoteuthis dofleini,,Y,,Y,3871,N,,N,,,,,Y,,Y,,,U,N,N
80000,sea star unid.,Asteroidea,Y,Y,Y,Y,135,N,,N,,,,,Y,,Y,,,Y,N,N
80005,,Ceramaster leptoceramus,Y,Y,,Y,1803,N,,N,,,,,Y,,Y,,,Y,N,N
80010,,Evasterias sp.,Y,Y,,Y,406,N,,N,,,,,Y,,Y,,,Y,N,N
80012,,Evasterias retifera,,Y,,Y,1838,N,,N,,,,,Y,,Y,,,U,N,N
80015,mottled sea star,Evasterias troschelii,Y,Y,Y,Y,1840,N,,N,,,,,Y,,Y,,,Y,N,N
80018,,Diamphiodia occidentalis,,Y,,Y,2023,N,,N,,,,,Y,,Y,,,Y,N,N
80020,giant sea star,Evasterias echinosoma,Y,Y,,Y,1839,N,,N,,,,,Y,,Y,,,Y,N,N
80030,,Urasterias lincki,Y,,,Y,3778,N,,N,,,,,Y,,Y,,,U,N,N
80105,,Orthasterias sp.,,Y,,Y,723,N,,N,,,,,Y,,Y,,,Y,N,N
80106,redbanded sea star,Orthasterias koehleri,Y,Y,,Y,2266,N,,N,,,,,Y,,Y,,,Y,N,N
80110,,Leptasterias groenlandica,Y,,,Y,2239,N,,N,,,,,Y,,Y,,,Y,N,N
80111,,Leptasterias hexactis,Y,,,Y,2233,N,,N,,,,,Y,,Y,,,Y,N,N
80112,Aleutian sea star,Leptasterias hylodes,Y,Y,,Y,2231,N,,N,,,,,Y,,Y,,,Y,N,N
80113,,Leptasterias stolocantha,,Y,,Y,2236,N,,N,,,,,Y,,Y,,,U,N,N
80115,,Leptasterias coei,,Y,,Y,2229,N,,N,,,,,Y,,Y,,,Y,N,N
80116,giant Aleutian six-rayed star,Leptasterias truculenta,,Y,,Y,3632,N,,N,,,,,Y,,Y,,,U,N,N
80117,,Leptasterias leptodoma,,Y,,Y,2234,N,,N,,,,,Y,,Y,,,U,N,N
80118,,Leptasterias sp. A (Clark),,Y,,Y,3462,N,,N,,,,,Y,,Y,,,U,N,N
80119,,Leptasterias sp. B (Clark),,Y,,Y,3463,N,,N,,,,,Y,,Y,,,U,N,N
80120,,Rathbunaster californicus,,,Y,Y,2283,N,,N,,,,,Y,,Y,,,Y,N,N
80159,,Asteriidae,,,Y,Y,133,N,,N,,,,,Y,,Y,,,Y,N,N
80160,sunflower sea star,Pycnopodia helianthoides,Y,Y,Y,Y,1905,N,,N,,,,,Y,,Y,,,Y,N,N
80165,,Astrometis sp.,,,Y,Y,142,N,,N,,,,,Y,,Y,,,Y,N,N
80170,long-rayed star,Stylasterias forreri,,Y,Y,Y,2295,N,,N,,,,,Y,,Y,,,Y,N,N
80171,,Stylasterias sp.,,Y,,Y,959,N,,N,,,,,Y,,Y,,,Y,N,N
80180,,Ampheraster sp.,,Y,Y,Y,67,N,,N,,,,,Y,,Y,,,Y,N,N
80182,,Ampheraster marianus,,Y,Y,Y,1940,N,,N,,,,,Y,,Y,,,Y,N,N
80190,,Tarsaster alaskanus,Y,,,Y,1749,N,,N,,,,,Y,,Y,,,Y,N,N
80200,blackspined sea star,Lethasterias nanimensis,Y,Y,,Y,2244,N,,N,,,,,Y,,Y,,,Y,N,N
80201,,Lethasterias sp.,Y,Y,,Y,545,N,,N,,,,,Y,,Y,,,U,N,N
80220,,Pedicellaster sp.,,Y,,Y,767,N,,N,,,,,Y,,Y,,,Y,N,N
80230,majestic sea star,Pedicellaster magister,Y,Y,,Y,2374,N,,N,,,,,Y,,Y,,,Y,N,N
80250,,Stephanasterias albula,,Y,,Y,2464,N,,N,,,,,Y,,Y,,,Y,N,N
80310,,Pisaster sp.,Y,Y,Y,Y,789,N,,N,,,,,Y,,Y,,,Y,N,N
80311,giant pink star,Pisaster brevispinus,,,Y,Y,1488,N,,N,,,,,Y,,Y,,,Y,N,N
80312,purple star,Pisaster ochraceus,,,Y,Y,1487,N,,N,,,,,Y,,Y,,,Y,N,N
80520,thorny sea star,Poraniopsis inflata,,Y,Y,Y,2119,N,,N,,,,,Y,,Y,,,Y,N,N
80525,,Poraniopsis flexilius,,,Y,Y,2120,N,,N,,,,,Y,,Y,,,Y,N,N
80535,lined blood star,Henricia sp. A (Clark 2006),,Y,,Y,3433,N,,N,,,,,Y,,Y,,,U,N,N
80536,white Henricia,Henricia sp. B (Clark 2006),,Y,,Y,3437,N,,N,,,,,Y,,Y,,,U,N,N
80537,mottled Henricia,Henricia sp. C (Clark 2006),,Y,,Y,3435,N,,N,,,,,Y,,Y,,,U,N,N
80539,,Henricia derjugini,Y,,,Y,3874,N,,N,,,,,Y,,Y,,,U,N,N
80540,,Henricia sp.,Y,Y,Y,Y,468,N,,N,,,,,Y,,Y,,,Y,N,N
80541,,Henricia clarki,,Y,,Y,1399,N,,N,,,,,Y,,Y,,,Y,N,N
80542,sanguine sea star,Henricia sanguinolenta,Y,Y,,Y,1406,N,,N,,,,,Y,,Y,,,Y,N,N
80543,ridged blood star,Henricia aspera,Y,Y,Y,Y,1398,N,,N,,,,,Y,,Y,,,Y,N,N
80544,blood sea star,Henricia leviuscula,Y,Y,Y,Y,1402,N,,N,,,,,Y,,Y,,,Y,N,N
80545,,Henricia aleutica,,Y,,Y,1401,N,,N,,,,,Y,,Y,,,U,N,N
80546,tumid sea star,Henricia tumida,Y,Y,,Y,1400,N,,N,,,,,Y,,Y,,,Y,N,N
80547,,Henricia asthenactis,,Y,,Y,1405,N,,N,,,,,Y,,Y,,,Y,N,N
80548,,Henricia longispina,,Y,,Y,1403,N,,N,,,,,Y,,Y,,,Y,N,N
80549,spiny Henricia,Henricia spiculifera,,Y,Y,Y,3610,N,,N,,,,,Y,,Y,,,Y,N,N
80550,,Odontohenricia fisheri,,Y,,Y,2423,N,,N,,,,,Y,,Y,,,Y,N,N
80551,,Odontohenricia sp.,,Y,,Y,690,N,,N,,,,,Y,,Y,,,Y,N,N
80552,,Odontohenricia sp. A (Clark),,Y,,Y,3484,N,,N,,,,,Y,,Y,,,U,N,N
80553,,Odontohenricia sp. B (Clark),,Y,,Y,3485,N,,N,,,,,Y,,Y,,,U,N,N
80554,,Odontohenricia sp. C (Clark),,Y,,Y,3486,N,,N,,,,,Y,,Y,,,U,N,N
80555,,Odontohenricia sp. D (Clark),,Y,,Y,3487,N,,N,,,,,Y,,Y,,,U,N,N
80556,giant toothed Henricia,Odontohenricia sp. E (Clark 2006),,Y,,Y,3488,N,,N,,,,,Y,,Y,,,U,N,N
80560,fuzzy henricia,Henricia sp. D (Clark 2006),,Y,,Y,3436,N,,N,,,,,Y,,Y,,,U,N,N
80561,slender pale Henricia,Henricia sp. E (Clark 2006),,Y,,Y,3434,N,,N,,,,,Y,,Y,,,U,N,N
80590,,Leptasterias polaris,Y,Y,,Y,2232,N,,N,,,,,Y,,Y,,,Y,N,N
80591,,Leptasterias katharinae,,Y,,Y,2235,N,,N,,,,,Y,,Y,,,U,N,N
80594,,Leptasterias arctica,Y,,,Y,2230,N,,N,,,,,Y,,Y,,,Y,N,N
80595,,Leptasterias sp.,Y,Y,,Y,540,N,,N,,,,,Y,,Y,,,Y,N,N
80596,,Leptasterias camtschatica,Y,,,Y,2238,N,,N,,,,,Y,,Y,,,Y,N,N
80597,Bering Henricia,Henricia beringiania,Y,Y,,Y,3854,N,,N,,,,,Y,,Y,,,U,N,N
80598,short-spined Henricia,Henricia dyscrita,,Y,Y,Y,3611,N,,N,,,,,Y,,Y,,,U,N,N
80601,,Aleutiaster sp.,,Y,,Y,55,N,,N,,,,,Y,,Y,,,Y,N,N
80602,Swift's sea star,Gephyreaster swifti,Y,Y,,Y,2215,N,,N,,,,,Y,,Y,,,Y,N,N
80603,,Gephyreaster sp.,Y,Y,,Y,430,N,,N,,,,,Y,,Y,,,U,N,N
80610,,Pseudarchaster sp.,Y,Y,,Y,835,N,,N,,,,,Y,,Y,,,Y,N,N
80620,,Pseudarchaster alascensis,Y,,,Y,3878,N,,N,,,,,Y,,Y,,,U,N,N
80624,,Pseudarchaster pussillus,,,Y,Y,2436,N,,N,,,,,Y,,Y,,,Y,N,N
80625,,Pseudarchaster dissonus,,,Y,Y,2435,N,,N,,,,,Y,,Y,,,Y,N,N
80628,,Odontaster sp.,,Y,,Y,689,N,,N,,,,,Y,,Y,,,Y,N,N
80629,,Odontaster sp. B (Clark),,Y,,Y,3483,N,,N,,,,,Y,,Y,,,U,N,N
80630,,Hippasteria sp.,Y,Y,Y,Y,479,N,,N,,,,,Y,,Y,,,Y,N,N
80631,,Hippasteria kurilensis,,Y,,Y,2054,N,,N,,,,,Y,,Y,,,Y,N,N
80632,,Hippasteria armata,,Y,,Y,2050,N,,N,,,,,Y,,Y,,,Y,N,N
80633,,Hippasteria sp. A (Clark 1999),,Y,,Y,3440,N,,N,,,,,Y,,Y,,,Y,N,N
80634,pale spiny star,Hippasteria sp. B (Clark),Y,,,Y,3438,N,,N,,,,,Y,,Y,,,U,N,N
80635,Bering spiny star,Hippasteria sp. C (Clark),,Y,,Y,3439,N,,N,,,,,Y,,Y,,,U,N,N
80636,Commander spiny star,Hippasteria sp. D (Clark),,Y,,Y,3441,N,,N,,,,,Y,,Y,,,U,N,N
80637,Alaskan spiny star,Hippasteria sp. E (Clark),,Y,,Y,3442,N,,N,,,,,Y,,Y,,,U,N,N
80640,,Hippasteria californica,Y,Y,Y,Y,2055,N,,N,,,,,Y,,Y,,,Y,N,N
80645,,Hippasteria heathi,,Y,,Y,2051,N,,N,,,,,Y,,Y,,,Y,N,N
80646,,Hippasteria leiopelta,,Y,,Y,2053,N,,N,,,,,Y,,Y,,,U,N,N
80647,,Hippasteria pedicellaris,Y,,,Y,479,N,,N,,,,,Y,,Y,,,U,N,N
80650,spiny red sea star,Hippasteria spinosa,Y,Y,Y,Y,2052,N,,N,,,,,Y,,Y,,,Y,N,N
80660,scarlet sea star,Pseudarchaster parelii,Y,Y,Y,Y,2434,N,,N,,,,,Y,,Y,,,Y,N,N
80670,,Cryptopeltaster lepidonotus,Y,Y,Y,Y,2452,N,,N,,,,,Y,,Y,,,Y,N,N
80690,,Mediaster sp.,Y,Y,Y,Y,601,N,,N,,,,,Y,,Y,,,Y,N,N
80691,,Mediaster tenellus,Y,Y,Y,Y,1679,N,,N,,,,,Y,,Y,,,Y,N,N
80710,vermilion sea star,Mediaster aequalis,,Y,Y,Y,1678,N,,N,,,,,Y,,Y,,,Y,N,N
80728,,Ceramaster sp.,Y,Y,Y,Y,241,N,,N,,,,,Y,,Y,,,Y,N,N
80729,red bat star,Ceramaster japonicus,Y,Y,Y,Y,1800,N,,N,,,,,Y,,Y,,,Y,N,N
80730,orange bat sea star,Ceramaster patagonicus,Y,Y,Y,Y,1802,N,,N,,,,,Y,,Y,,,Y,N,N
80731,Arctic bat sea star,Ceramaster arcticus,,Y,,Y,1799,N,,N,,,,,Y,,Y,,,Y,N,N
80732,,Ceramaster clarki,,Y,,Y,1798,N,,N,,,,,Y,,Y,,,Y,N,N
80733,,Ceramaster stellatus,,Y,,Y,1801,N,,N,,,,,Y,,Y,,,Y,N,N
80735,goniasterid sea stars,Goniasteridae,,Y,,Y,445,N,,N,,,,,Y,,Y,,,U,N,N
80800,,Luidia sp.,,Y,Y,Y,573,N,,N,,,,,Y,,Y,,,Y,N,N
80810,sand sea star,Luidia foliolata,,Y,Y,Y,1152,N,,N,,,,,Y,,Y,,,Y,N,N
80811,,Astropectinidae,,,Y,Y,145,N,,N,,,,,Y,,Y,,,Y,N,N
80910,leather sea star,Dermasterias imbricata,Y,Y,Y,Y,2204,N,,N,,,,,Y,,Y,,,Y,N,N
80915,bat star,Asterina miniata,,,Y,Y,2502,N,,N,,,,,Y,,Y,,,Y,N,N
81060,,Solaster sp.,Y,Y,Y,Y,927,N,,N,,,,,Y,,Y,,,Y,N,N
81061,northern sun sea star,Solaster endeca,Y,Y,,Y,1560,N,,N,,,,,Y,,Y,,,Y,N,N
81062,,Solaster hypothrissus,,Y,,Y,2506,N,,N,,,,,Y,,Y,,,Y,N,N
81063,,Solaster sp. B,,Y,,Y,3526,N,,N,,,,,Y,,Y,,,Y,N,N
81064,morning sun sea star,Solaster dawsoni,Y,Y,Y,Y,1561,N,,N,,,,,Y,,Y,,,Y,N,N
81065,striped sun sea star,Solaster stimpsoni,Y,Y,Y,Y,1563,N,,N,,,,,Y,,Y,,,Y,N,N
81066,,Solaster exiguus,,,Y,Y,1562,N,,N,,,,,Y,,Y,,,Y,N,N
81067,,Solaster sp. A (Clark 1997),,Y,,Y,3522,N,,N,,,,,Y,,Y,,,Y,N,N
81068,beautiful sun star,Solaster sp. C (Clark),,Y,,Y,3520,N,,N,,,,,Y,,Y,,,U,N,N
81069,serpent sun star,Solaster sp. D (Clark),,Y,,Y,3525,N,,N,,,,,Y,,Y,,,U,N,N
81070,Kessler sun star,Solaster sp. E (Clark),,Y,,Y,3523,N,,N,,,,,Y,,Y,,,U,N,N
81071,Fisher sun star,Solaster sp. F (Clark),Y,Y,,Y,3521,N,,N,,,,,Y,,Y,,,U,N,N
81072,ocher sun star,Solaster sp. G (Clark),Y,Y,,Y,3524,N,,N,,,,,Y,,Y,,,U,N,N
81073,,Solaster arcticus,Y,,,Y,3968,N,,N,,,,,Y,,Y,,,Y,N,N
81080,evening sun sea star,Solaster paxillatus,Y,Y,,Y,1564,N,,N,,,,,Y,,Y,,,Y,N,N
81090,,Crossaster sp.,Y,Y,Y,Y,313,N,,N,,,,,Y,,Y,,,Y,N,N
81092,grooved sea star,Crossaster borealis,Y,Y,,Y,1815,N,,N,,,,,Y,,Y,,,Y,N,N
81093,white rose star,Crossaster sp. A (Clark),,Y,,Y,3421,N,,N,,,,,Y,,Y,,,U,N,N
81094,pink rose star,Crossaster sp. B (Clark),,Y,,Y,3420,N,,N,,,,,Y,,Y,,,U,N,N
81095,rose sea star,Crossaster papposus,Y,Y,Y,Y,1816,N,,N,,,,,Y,,Y,,,Y,N,N
81100,cannonball sun star,Heterozonias alternatus,Y,Y,Y,Y,2225,N,,N,,,,,Y,,Y,,,Y,N,N
81101,,Heterozonias sp.,Y,Y,,Y,472,N,,N,,,,,Y,,Y,,,Y,N,N
81120,,Lophaster sp.,Y,Y,,Y,569,N,,N,,,,,Y,,Y,,,Y,N,N
81121,,Lophaster sp. A (Clark),,Y,Y,Y,3469,N,,N,,,,,Y,,Y,,,U,N,N
81122,,Lophaster sp. B (Clark),,Y,,Y,3468,N,,N,,,,,Y,,Y,,,U,N,N
81125,crested star,Lophaster vexator,Y,Y,Y,Y,1665,N,,N,,,,,Y,,Y,,,Y,N,N
81130,crested sea star,Lophaster furcilliger,Y,,,Y,1666,N,,N,,,,,Y,,Y,,,Y,N,N
81135,,Asthenactis fisheri,,,Y,Y,1953,N,,N,,,,,Y,,Y,,,Y,N,N
81295,,Peribolaster biserialis,,Y,,Y,2278,N,,N,,,,,Y,,Y,,,Y,N,N
81310,,Pteraster sp.,Y,Y,Y,Y,844,N,,N,,,,,Y,,Y,,,Y,N,N
81311,,Pteraster sp. cf. temnochiton (Clark 1999),,Y,,Y,3738,N,,N,,,,,Y,,Y,,,Y,N,N
81312,cushion sea star,Pteraster temnochiton,,Y,,Y,1716,N,,N,,,,,Y,,Y,,,Y,N,N
81313,,Pteraster sp. A (Clark 1999),,Y,,Y,3511,N,,N,,,,,Y,,Y,,,Y,N,N
81314,,Pteraster sp. B (Clark 1997),,Y,,Y,3512,N,,N,,,,,Y,,Y,,,Y,N,N
81315,,Pteraster tesselatus,Y,Y,Y,Y,1714,N,,N,,,,,Y,,Y,,,Y,N,N
81316,,Pteraster jordani,,Y,,Y,1709,N,,N,,,,,Y,,Y,,,Y,N,N
81317,,Pteraster sp. C (Clark),,Y,,Y,3508,N,,N,,,,,Y,,Y,,,U,N,N
81318,,Pteraster sp. D (Clark),,Y,,Y,3510,N,,N,,,,,Y,,Y,,,U,N,N
81319,,Pteraster sp. E (Clark),,Y,,Y,3509,N,,N,,,,,Y,,Y,,,U,N,N
81320,wrinkled star,Pteraster militaris,Y,Y,,Y,1712,N,,N,,,,,Y,,Y,,,Y,N,N
81321,,Pteraster marssipus,,Y,,Y,1711,N,,N,,,,,Y,,Y,,,Y,N,N
81322,,Pteraster octaster,,,,Y,3951,N,,N,,,,,Y,,Y,,,Y,N,N
81323,,Pteraster sp. F (Clark),Y,,,Y,3513,N,,N,,,,,Y,,Y,,,U,N,N
81340,,Pteraster tesselatus arcuatus,Y,Y,,Y,1718,N,,N,,,,,Y,,Y,,,Y,N,N
81345,,Pteraster trigonodon,,Y,,Y,1715,N,,N,,,,,Y,,Y,,,Y,N,N
81350,deepwater pteraster,Pteraster coscinopeplus,,,Y,Y,1717,N,,N,,,,,Y,,Y,,,Y,N,N
81355,obscure sea star,Pteraster obscurus,Y,Y,Y,Y,1710,N,,N,,,,,Y,,Y,,,Y,N,N
81356,,Pteraster pulvillus,,Y,,Y,1713,N,,N,,,,,Y,,Y,,,Y,N,N
81360,pincushion sea star,Diplopteraster multipes,Y,Y,Y,Y,2413,N,,N,,,,,Y,,Y,,,Y,N,N
81361,,Diplopteraster sp.,Y,,,Y,360,N,,N,,,,,Y,,Y,,,Y,N,N
81365,pancake star,Hymenaster sp.,Y,Y,Y,Y,3625,N,,N,,,,,Y,,Y,,,U,N,N
81370,,Thrissacanthias penicillatus,,,Y,Y,2465,N,,N,,,,,Y,,Y,,,Y,N,N
81741,,Asterias sp.,Y,Y,,Y,132,N,,N,,,,,Y,,Y,,,Y,N,N
81742,purple-orange sea star,Asterias amurensis,Y,Y,,Y,1349,N,,N,,,,,Y,,Y,,,Y,N,N
81743,,Astropecten californicus,,,Y,Y,1955,N,,N,,,,,Y,,Y,,,Y,N,N
81779,,Ctenodiscus sp.,Y,Y,,Y,325,N,,N,,,,,Y,,Y,,,Y,N,N
81780,common mud star,Ctenodiscus crispatus,Y,Y,Y,Y,2012,N,,N,,,,,Y,,Y,,,Y,N,N
81820,,Leptychaster sp.,Y,Y,,Y,543,N,,N,,,,,Y,,Y,,,Y,N,N
81829,,Leptychaster anomalus,,Y,,Y,2240,N,,N,,,,,Y,,Y,,,U,N,N
81830,,Leptychaster pacificus,,Y,,Y,2242,N,,N,,,,,Y,,Y,,,Y,N,N
81831,,Leptychaster propinquus,,Y,,Y,2243,N,,N,,,,,Y,,Y,,,Y,N,N
81835,North Pacific sea star,Leptychaster arcticus,,Y,,Y,2241,N,,N,,,,,Y,,Y,,,Y,N,N
81840,,Cladaster validus,,Y,,Y,1627,N,,N,,,,,Y,,Y,,,Y,N,N
81841,,Cladaster sp.,,Y,,Y,277,N,,N,,,,,Y,,Y,,,U,N,N
81850,,Dipsacaster sp.,Y,Y,,Y,361,N,,N,,,,,Y,,Y,,,Y,N,N
81860,,Dipsacaster anoplus,,,Y,Y,2025,N,,N,,,,,Y,,Y,,,Y,N,N
81870,northern sea star,Dipsacaster borealis,Y,Y,,Y,2026,N,,N,,,,,Y,,Y,,,Y,N,N
81875,,Dipsacaster eximus,,,Y,Y,2024,N,,N,,,,,Y,,Y,,,Y,N,N
81880,,Psilaster pectinatus,,,Y,Y,1708,N,,N,,,,,Y,,Y,,,Y,N,N
81890,,Benthopectinidae,,,Y,Y,180,N,,N,,,,,Y,,Y,,,Y,N,N
