Species Code,Common Name,Scientific Name,In BS Region,In GOA Region,In WC Region,Taxonomically Classifiable,Species Taxonomic ID,Category of Code,Category Merge Mode,Merge In RACEBASE,Life Stage ID,From Length,To Length,Length Units,Is Organic,ITIS ID,Active,Size Class ID,Polycorder Species Code,Commonly Counted,Merge In Extract,Morphic Subcategory
41104,pink orange mushroom coral,Alcyonium sp. A (Clark 2006),,Y,,Y,3372,N,,N,,,,,Y,,Y,,,U,N,N
41105,,Alcyonium sp. B (Clark 2006),,Y,,Y,3371,N,,N,,,,,Y,,Y,,,U,N,N
41106,Bob's Mushroom Coral,Cavernularia vansyoci,,Y,,Y,4079,N,,N,,,,,Y,,Y,,,N,N,N
41201,sea raspberry,Gersemia sp.,Y,Y,,Y,431,N,,N,,,,,Y,,Y,,,U,N,N
41220,,Gersemia fruticosa,,,,Y,4011,N,,N,,,,,Y,,Y,,,U,N,N
41221,,Gersemia rubiformis,Y,,,Y,1395,N,,N,,,,,Y,,Y,,,U,N,N
41300,,Anthomastus sp.,Y,Y,,Y,92,N,,N,,,,,Y,,Y,,,U,N,N
41331,red anthomastus,Anthomastus sp. A,,Y,,Y,3377,N,,N,,,,,Y,,Y,,,U,N,N
41332,gray anthomastus,Anthomastus sp. B,,Y,,Y,3378,N,,N,,,,,Y,,Y,,,U,N,N
41333,,Anthomastus sp. cf. japonicus (Bayer et al.),,Y,,Y,3552,N,,N,,,,,Y,,Y,,,U,N,N
41500,gorgonian coral unid.,Gorgonacea,Y,Y,Y,Y,448,N,,N,,,,,Y,,Y,,,U,N,N
41510,,Ideogorgia sp.,,Y,,Y,506,N,,N,,,,,Y,,Y,,,U,N,N
41519,primnoid coral unid.,Primnoidae,Y,Y,,Y,2796,N,,N,,,,,Y,,Y,,,N,N,N
41520,,Primnoa sp.,Y,Y,,Y,825,N,,N,,,,,Y,,Y,,,U,N,N
41521,,Primnoa pacifica,Y,Y,,Y,1317,N,,N,,,,,Y,,Y,,,U,N,N
41522,red tree coral,Primnoa willeyi,,Y,,Y,1316,N,,N,,,,,Y,,Y,,,U,N,N
41523,,Primnoa resedaeformis,,Y,,Y,2492,N,,N,,,,,Y,,Y,,,U,N,N
41525,black coral,Antipatharia,,,Y,Y,98,N,,N,,,,,Y,,Y,,,N,N,N
41526,,Antipathes sp.,Y,N,N,Y,99,N,,N,,,,,Y,,Y,,,U,N,N
41530,,Chrysopathes speciosa,,,Y,Y,3759,N,,N,,,,,Y,,Y,,,U,N,N
41531,,Chrysopathes sp.,Y,Y,N,Y,3758,N,,N,,,,,Y,,Y,,,N,N,N
41540,,Bathypathes sp.,,,Y,Y,170,N,,N,,,,,Y,,Y,,,U,N,N
41541,,Bathypathes patula,,Y,,Y,1969,N,,N,,,,,Y,,Y,,,U,N,N
41550,,Parantipathes sp.,,Y,Y,Y,753,N,,N,,,,,Y,,Y,,,U,N,N
41551,,Lillipathes lilliei,,Y,,Y,2066,N,,N,,,,,Y,,Y,,,U,N,N
41552,,Lillipathes sp. A (Clark 2006),,Y,,Y,3465,N,,N,,,,,Y,,Y,,,U,N,N
41553,,Lillipathes sp. B (Clark 2006),,Y,,Y,3466,N,,N,,,,,Y,,Y,,,U,N,N
41570,,Swiftia sp.,Y,Y,Y,Y,968,N,,N,,,,,Y,,Y,,,U,N,N
41571,,Swiftia pacifica,,Y,,Y,1329,N,,N,,,,,Y,,Y,,,U,N,N
41572,,Psammogorgia simplex,,Y,,Y,4111,N,,N,,,,,Y,,Y,,,N,N,N
41573,Bering red sea fan,Calcigorgia beringi,,Y,,Y,2495,N,,N,,,,,Y,,Y,,,N,N,N
41576,yellow sea fan,Alaskagorgia sp. 1 (Stone),,Y,,Y,4112,N,,N,,,,,Y,,Y,,,N,N,N
41580,,Paragorgia sp.,Y,Y,,Y,745,N,,N,,,,,Y,,Y,,,U,N,N
41581,,Paragorgiidae,Y,Y,,Y,3230,N,,N,,,,,Y,,Y,,,N,N,N
41582,Kamchatka coral,Paragorgia arborea,Y,Y,,Y,1886,N,,N,,,,,Y,,Y,,,U,N,N
41583,,Paragorgia pacifica,,Y,,Y,1887,N,,N,,,,,Y,,Y,,,U,N,N
41584,plexaurid corals,Plexauridae,,Y,,Y,800,N,,N,,,,,Y,,Y,,,U,N,N
41585,,Euplexaura sp.,,Y,,Y,401,N,,N,,,,,Y,,Y,,,U,N,N
41586,,Euplexaura marki,,Y,,Y,1837,N,,N,,,,,Y,,Y,,,U,N,N
41587,,Paragorgia nodosa,,Y,,Y,1885,N,,N,,,,,Y,,Y,,,U,N,N
41590,,Alaskagorgia sp.,Y,Y,,Y,46,N,,N,,,,,Y,,Y,,,N,N,N
41591,,Alaskagorgia aleutiana,,Y,,Y,2148,N,,N,,,,,Y,,Y,,,U,N,N
41595,,Cryogorgia koolsae,,Y,,Y,1817,N,,N,,,,,Y,,Y,,,U,N,N
41600,,Callogorgia sp.,,Y,,Y,217,N,,N,,,,,Y,,Y,,,U,N,N
41601,,Callogorgia kinoshitae,,Y,,Y,1982,N,,N,,,,,Y,,Y,,,U,N,N
41605,sugar coral,Parastenella sp. A (Clark 2006),,Y,,Y,3722,N,,N,,,,,Y,,Y,,,U,N,N
41700,,Calcigorgia sp.,Y,Y,,Y,212,N,,N,,,,,Y,,Y,,,U,N,N
41701,,Calcigorgia spiculifera,,Y,Y,Y,1974,N,,N,,,,,Y,,Y,,,U,N,N
41750,,Clavularia sp.,,Y,,Y,278,N,,N,,,,,Y,,Y,,,U,N,N
41751,,Clavularia sp. cf. evagorgiacrustans (Bayer et al.),,Y,,Y,3596,N,,N,,,,,Y,,Y,,,U,N,N
41752,encrusting coral,Clavularia incrustans,,Y,,Y,1810,N,,N,,,,,Y,,Y,,,U,N,N
42000,sea pen or sea whip unid.,Pennatulacea,Y,Y,Y,Y,2817,N,,N,,,,,Y,,Y,,,Y,N,N
42001,smoothstem seawhip,Virgularia sp.,Y,Y,Y,Y,1038,N,,N,,,,,Y,,Y,,,Y,N,N
42002,,Stylatula elongata,,Y,N,Y,4125,N,,N,,,,,Y,,Y,,,U,N,N
42003,sea whip unid.,Virgulariidae,,Y,,Y,2815,N,,N,,,,,Y,,Y,,,Y,N,N
42004,slender seawhips,Stylatula sp.,Y,Y,Y,Y,962,N,,N,,,,,Y,,Y,,,Y,N,N
42005,roughstem seawhip,Stylatula gracile,Y,Y,Y,Y,1745,N,,N,,,,,Y,,Y,,,Y,N,N
42006,,Balticina sp.,,Y,,Y,158,N,,N,,,,,Y,,Y,,,Y,N,N
42007,,Protoptilum sp.,,Y,,Y,830,N,,N,,,,,Y,,Y,,,U,N,N
42008,,Halipteris sp.,Y,Y,,Y,458,N,,N,,,,,Y,,Y,,,Y,N,N
42009,maroon sea whip,Halipteris sp. A (Stone 2015),Y,Y,Y,Y,4087,N,,N,,,,,Y,,Y,,,N,N,N
42010,,Halipteris finmarchia,Y,Y,,Y,1851,N,,N,,,,,Y,,Y,,,Y,N,N
42012,,Halipteris willemoesi,Y,,,Y,1852,N,,N,,,,,Y,,Y,,,Y,N,N
42013,,Halipteris californica,,Y,,Y,1853,N,,N,,,,,Y,,Y,,,Y,N,N
42015,,Ombellula sp.,Y,Y,Y,Y,3342,N,,N,,,,,Y,,Y,,,Y,N,N
42016,,Ptilosarcus sp.,Y,Y,,Y,846,N,,N,,,,,Y,,Y,,,U,N,N
42017,orange sea pen,Ptilosarcus gurneyi,,Y,Y,Y,2122,N,,N,,,,,Y,,Y,,,Y,N,N
42018,pennatulid sea pens,Pennatulidae,Y,Y,N,Y,3239,N,,N,,,,,Y,,Y,,,U,N,N
42020,,Anthoptilum grandiflorum,,,Y,Y,1946,N,,N,,,,,Y,,Y,,,Y,N,N
42021,Murray sea pen,Anthoptilum murrayi,,Y,,Y,2153,N,,N,,,,,Y,,Y,,,U,N,N
43000,sea anemone unid.,Actiniaria,Y,Y,Y,Y,2642,N,,N,,,,,Y,,Y,,,Y,N,N
43001,reticulate anemone,Actinauge verrilli,Y,Y,Y,Y,1591,N,,N,,,,,Y,,Y,,,Y,N,N
43002,rough purple sea anemone,Actinostola faeculenta ,Y,Y,Y,Y,2425,N,,N,,,,,Y,,Y,,,Y,N,N
43003,,Actinoscyphia sp.,Y,Y,Y,Y,35,N,,N,,,,,Y,,Y,,,Y,N,N
43004,,Paraphelliactis pabista,,,Y,Y,2459,N,,N,,,,,Y,,Y,,,Y,N,N
43005,,Actinernus sp.,,,Y,Y,32,N,,N,,,,,Y,,Y,,,Y,N,N
43006,purple striated sea anemone,,,,Y,Y,2642,N,,N,,,,,Y,,Y,,,Y,N,N
43007,red striated sea anemone,,,,Y,Y,2642,N,,N,,,,,Y,,Y,,,Y,N,N
43008,,Ptychodactis patula,,,,Y,3955,N,,N,,,,,Y,,Y,,,Y,N,N
43009,,Corallimorphus sp.,Y,Y,Y,Y,295,N,,N,,,,,Y,,Y,,,Y,N,N
43010,,Metridium sp.,Y,Y,Y,Y,614,N,,N,,,,,Y,,Y,,,Y,N,N
43020,clonal plumose anemone,Metridium senile,Y,Y,Y,Y,1681,N,,N,,,,,Y,,Y,,,Y,N,N
43021,gigantic anemone,Metridium farcimen,,Y,,Y,1682,N,,N,,,,,Y,,Y,,,Y,N,N
43029,cowardly anemone,Stomphia didemon,,Y,,Y,1567,N,,N,,,,,Y,,Y,,,Y,N,N
43030,,Stomphia sp.,,Y,,Y,953,N,,N,,,,,Y,,Y,,,Y,N,N
43032,swimming anemone,Stomphia coccinea,Y,Y,Y,Y,1568,N,,N,,,,,Y,,Y,,,Y,N,N
43040,,Urticina sp.,Y,Y,Y,Y,1031,N,,N,,,,,Y,,Y,,,Y,N,N
43041,leathery anemone,Urticina coriacea,,,Y,Y,1579,N,,N,,,,,Y,,Y,,,Y,N,N
43042,mottled anemone,Urticina crassicornis,Y,,,Y,2512,N,,N,,,,,Y,,Y,,,Y,N,N
43043,spotted red anemone,Urticina lofotensis,,Y,,Y,1581,N,,N,,,,,Y,,Y,,,Y,N,N
43044,crusty red anemone,Urticina columbiana,,Y,,Y,1580,N,,N,,,,,Y,,Y,,,Y,N,N
43045,hot dog zoanthid,Zoanthidae sp. A,,Y,,Y,3354,N,,N,,,,,Y,,Y,,,U,N,N
43050,grape anemone,Oceanactis diomedeae,,,Y,Y,1298,N,,N,,,,,Y,,Y,,,Y,N,N
43051,,Oceanactis sp.,,Y,,Y,721,N,,N,,,,,Y,,Y,,,Y,N,N
43080,actinid sea anemones unid.,Actiniidae,Y,Y,,Y,2990,N,,N,,,,,Y,,Y,,,U,N,N
43081,,Cribrinopsis sp.,Y,Y,,Y,311,N,,N,,,,,Y,,Y,,,Y,N,N
43082,chevron-tentacled anemone,Cribrinopsis fernaldi,Y,,,Y,2197,N,,N,,,,,Y,,Y,,,Y,N,N
43090,tentacle-shedding anemone,Liponema brevicorne,Y,Y,Y,Y,1424,N,,N,,,,,Y,,Y,,,Y,N,N
43100,,Actinostolidae,Y,Y,Y,Y,37,N,,N,,,,,Y,,Y,,,Y,N,N
43110,,Actinostola sp.,Y,Y,Y,Y,36,N,,N,,,,,Y,,Y,,,Y,N,N
43111,,Actinostola sp. A (Clark 2006),,Y,,Y,3368,N,,N,,,,,Y,,Y,,,U,N,N
43112,,Actinostola sp. B (Clark 2006),,Y,,Y,3367,N,,N,,,,,Y,,Y,,,U,N,N
43113,,Actinostola groenlandica,,Y,,Y,3369,N,,N,,,,,Y,,Y,,,U,N,N
43115,orange actinistolid,Sicyonis sp. A (Clark 2006),,Y,,Y,3860,N,,N,,,,,Y,,Y,,,Y,N,N
43121,tumbling anemone,,,Y,,Y,2642,N,,N,,,,,Y,,Y,,,U,N,N
43200,,Hormathiidae,,,Y,Y,487,N,,N,,,,,Y,,Y,,,Y,N,N
43201,pink hormathiid anemone,,,,Y,Y,487,N,,N,,,,,Y,,Y,,,Y,N,N
43224,orange zooanthid,Epizoanthus scotinus,,Y,,Y,2027,N,,N,,,,,Y,,Y,,,U,N,N
43225,,Zoanthus sp.,,Y,,Y,1053,N,,N,,,,,Y,,Y,,,U,N,N
44000,stony coral unid.,Scleractinia,Y,Y,Y,Y,2932,N,,N,,,,,Y,,Y,,,U,N,N
44004,cup corals,Caryophylliidae,Y,Y,,Y,2930,N,,N,,,,,Y,,Y,,,U,N,N
44005,tan trumpet coral,Flabellum sp. A (Clark 2006),,Y,,Y,3432,N,,N,,,,,Y,,Y,,,U,N,N
44009,flabellid trumpet corals,Flabellidae,Y,Y,N,Y,3048,N,,N,,,,,Y,,Y,,,U,N,N
44010,Aleutian trumpet coral,Javania borealis,,Y,,Y,1252,N,,N,,,,,Y,,Y,,,N,N,N
44011,slender trumpet coral,Javania cailleti,,Y,,Y,1253,N,,N,,,,,Y,,Y,,,N,N,N
44012,,Javania sp.,,Y,,Y,517,N,,N,,,,,Y,,Y,,,U,N,N
44017,,Desmophyllum dianthus,,Y,,Y,2205,N,,N,,,,,Y,,Y,,,U,N,N
44019,cup coral,Crispatotrochus foxi,,Y,,Y,2450,N,,N,,,,,Y,,Y,,,N,N,N
44020,,Caryophyllia sp.,,Y,,Y,232,N,,N,,,,,Y,,Y,,,U,N,N
44021,,Caryophyllia sp. A,,Y,,Y,3413,N,,N,,,,,Y,,Y,,,U,N,N
44022,brown cup coral,Caryophyllia arnoldi,,Y,,Y,2175,N,,N,,,,,Y,,Y,,,N,N,N
44023,Alaska cup coral,Caryophyllia alaskensis,,Y,,Y,2176,N,,N,,,,,Y,,Y,,,U,N,N
44028,stylasterid corals,Stylasteridae,,Y,,Y,960,N,,N,,,,,Y,,Y,,,U,N,N
44029,hydrocoral unid.,Stylasterina,,Y,,Y,961,N,,N,,,,,Y,,Y,,,U,N,N
44030,,Stylaster sp.,Y,Y,,Y,958,N,,N,,,,,Y,,Y,,,U,N,N
44031,,Stylaster verrilli,,Y,,Y,1737,N,,N,,,,,Y,,Y,,,U,N,N
44032,,Stylaster brochi,,Y,,Y,1735,N,,N,,,,,Y,,Y,,,U,N,N
44033,,Stylaster cancellatus,,Y,,Y,1743,N,,N,,,,,Y,,Y,,,U,N,N
44034,,Stylaster elassotomus,,Y,,Y,1744,N,,N,,,,,Y,,Y,,,U,N,N
44035,,Stylaster polyorchis,,Y,,Y,1741,N,,N,,,,,Y,,Y,,,U,N,N
44036,,Crypthelia trophostega,,Y,,Y,1818,N,,N,,,,,Y,,Y,,,U,N,N
44037,,Stylaster campylecus,,Y,,Y,1739,N,,N,,,,,Y,,Y,,,U,N,N
44038,,Crypthelia sp.,,Y,,Y,317,N,,N,,,,,Y,,Y,,,U,N,N
44039,,Stylaster moseleyana,,Y,,Y,1740,N,,N,,,,,Y,,Y,,,U,N,N
44040,,Cyclohelia lamellata,,Y,,Y,1820,N,,N,,,,,Y,,Y,,,U,N,N
44041,,Cyclohelia sp.,,Y,,Y,333,N,,N,,,,,Y,,Y,,,U,N,N
44042,undulate-fan hydrocoral,Errinopora undulata,,Y,,Y,4093,N,,N,,,,,Y,,Y,,,N,N,N
44045,,Stylaster alaskanus,,Y,,Y,1738,N,,N,,,,,Y,,Y,,,U,N,N
44046,,Stylaster stejnegeri,,Y,,Y,1742,N,,N,,,,,Y,,Y,,,U,N,N
44047,,Stylaster venustus,,Y,,Y,1736,N,,N,,,,,Y,,Y,,,U,N,N
44048,undulate hydrocoral,Stylaster repandus,,Y,,Y,3532,N,,N,,,,,Y,,Y,,,N,N,N
44049,,Stylaster parageus,,Y,,Y,4072,N,,N,,,,,Y,,Y,,,N,N,N
44050,,Stylantheca petrograpta,,Y,,Y,2550,N,,N,,,,,Y,,Y,,,U,N,N
44051,,Stylaster trachystomus,Y,Y,Y,Y,4075,N,,N,,,,,Y,,Y,,,N,N,N
44052,,Stenohelia sp.,,Y,,Y,941,N,,N,,,,,Y,,Y,,,U,N,N
44053,thick lamellar hydrocoral,Stylaster sp. B (Clark 2006),,Y,,Y,3533,N,,N,,,,,Y,,Y,,,U,N,N
44060,,Distichopora sp.,,Y,,Y,365,N,,N,,,,,Y,,Y,,,U,N,N
44061,,Distichopora borealis,,Y,,Y,2206,N,,N,,,,,Y,,Y,,,U,N,N
44065,,Isidella tentaculum,,Y,,Y,4067,N,,N,,,,,Y,,Y,,,N,N,N
44071,,Thouarella sp. 1 (Bayer et al.),,Y,,Y,3542,N,,N,,,,,Y,,Y,,,U,N,N
44072,,Thouarella sp. 2 (Bayer et al.),,Y,,Y,3543,N,,N,,,,,Y,,Y,,,U,N,N
44073,,Thouarella sp. 3 (Bayer et al.),,Y,,Y,3541,N,,N,,,,,Y,,Y,,,U,N,N
44074,,Thouarella sp. 4 (Bayer et al.),,Y,,Y,3540,N,,N,,,,,Y,,Y,,,U,N,N
44075,,Plumarella superba,,Y,,Y,4109,N,,N,,,,,Y,,Y,,,N,N,N
44076,foliate hydrocoral,Errinopora disticha,,Y,,Y,3429,N,,N,,,,,Y,,Y,,,U,N,N
44077,pale-edged hydrocoral,Errinopora sp. B (Clark 2006),,Y,,Y,3430,N,,N,,,,,Y,,Y,,,U,N,N
44078,enigmatic hydrocoral,Errinopora sp. C (Clark 2006),,Y,,Y,3431,N,,N,,,,,Y,,Y,,,U,N,N
44079,,Errinopora pourtalesi,,Y,,Y,1833,N,,N,,,,,Y,,Y,,,U,N,N
44080,,Errinopora zarhyncha,,Y,,Y,1832,N,,N,,,,,Y,,Y,,,U,N,N
44081,,Errinopora sp.,,Y,,Y,387,N,,N,,,,,Y,,Y,,,U,N,N
44082,,Errinopora nanneca,,Y,,Y,1831,N,,N,,,,,Y,,Y,,,U,N,N
44083,,Plumarella sp.,Y,Y,,Y,802,N,,N,,,,,Y,,Y,,,U,N,N
44084,bamboo coral unid.,Isididae,Y,Y,,Y,3121,N,,N,,,,,Y,,Y,,,U,N,N
44085,articulated bamboo coral,Isidella sp.,Y,Y,Y,Y,511,N,,N,,,,,Y,,Y,,,U,N,N
44086,,Plumarella sp. 1 (Bayer),,Y,,Y,3503,N,,N,,,,,Y,,Y,,,U,N,N
44087,,Thouarella sp.,Y,Y,,Y,999,N,,N,,,,,Y,,Y,,,U,N,N
44088,nodal bamboo coral unid.,Keratoisis sp.,Y,Y,,Y,522,N,,N,,,,,Y,,Y,,,U,N,N
44089,,Fanellia sp.,Y,Y,,Y,411,N,,N,,,,,Y,,Y,,,U,N,N
44090,,Fanellia compressa,,Y,,Y,1392,N,,N,,,,,Y,,Y,,,U,N,N
44091,,Fanellia fraseri,,Y,,Y,1391,N,,N,,,,,Y,,Y,,,U,N,N
44092,,Muriceides nigra,,Y,,Y,1874,N,,N,,,,,Y,,Y,,,U,N,N
44093,,Muriceides sp.,Y,Y,,Y,631,N,,N,,,,,Y,,Y,,,U,N,N
44094,,Amphilaphis sp.,Y,Y,,Y,68,N,,N,,,,,Y,,Y,,,U,N,N
44095,,Plumarella sp. A,,Y,,Y,4097,N,,N,,,,,Y,,Y,,,N,N,N
44096,,Plumarella sp. B,,Y,,Y,802,N,,N,,,,,Y,,Y,,,N,N,N
44097,loose-branched Plumarella,Plumarella nuttingi,,Y,,Y,4108,N,,N,,,,,Y,,Y,,,N,N,N
44098,,Arthrogorgia sp.,Y,Y,,Y,127,N,,N,,,,,Y,,Y,,,U,N,N
44099,,Arthrogorgia utinomi,,Y,,Y,2155,N,,N,,,,,Y,,Y,,,U,N,N
44100,,Acanthogorgia sp.,Y,Y,,Y,3557,N,,N,,,,,Y,,Y,,,U,N,N
44102,,Plumarella echinata,,Y,,Y,4042,N,,N,,,,,Y,,Y,,,N,N,N
44103,,Plumarella hapala,,Y,N,Y,4121,N,,N,,,,,Y,,Y,,,N,N,N
44104,,Plumarella sp. D,,Y,,Y,4098,N,,N,,,,,Y,,Y,,,N,N,N
44105,,Anthothela grandiflora,,Y,,Y,1767,N,,N,,,,,Y,,Y,,,U,N,N
44106,bottlebrush coral,Thouarella cristata,,Y,,Y,3502,N,,N,,,,,Y,,Y,,,N,N,N
44107,,Primnoa wingi,,Y,,Y,1315,N,,N,,,,,Y,,Y,,,U,N,N
44108,,Primnoa sp. 1 (Clark 2006),,Y,,Y,3735,N,,N,,,,,Y,,Y,,,U,N,N
44110,,Lepidisis sp.,,Y,,Y,535,N,,N,,,,,Y,,Y,,,U,N,N
44114,,Arthrogorgia otsukai,,Y,,Y,2154,N,,N,,,,,Y,,Y,,,U,N,N
44115,,Arthrogorgia kinoshitai,,Y,,Y,3563,N,,N,,,,,Y,,Y,,,U,N,N
44120,,Errinopora fisheri,,Y,,Y,4073,N,,N,,,,,Y,,Y,,,N,N,N
44121,,Errinopora dichotoma,,Y,,Y,4074,N,,N,,,,,Y,,Y,,,N,N,N
44122,,Stylaster crassiseptum,,Y,,Y,4076,N,,N,,,,,Y,,Y,,,N,N,N
45000,comb jelly unid.,Ctenophora,Y,Y,Y,Y,2877,N,,N,,,,,Y,,Y,,,Y,N,N
45005,,Beroe sp.,Y,Y,Y,Y,182,N,,N,,,,,Y,,Y,,,Y,N,N
45010,,Beroe abyssicola,Y,,,Y,3869,N,,N,,,,,Y,,Y,,,U,N,N
50000,polychaete worm unid.,Polychaeta,Y,Y,Y,Y,808,N,,N,,,,,Y,,Y,,,U,N,N
50001,worm unid.,Annelida,,Y,,Y,2648,N,,N,,,,,Y,,Y,,,Y,N,N
50005,iridescent tubeworm,Eunice valens,,Y,,Y,1142,N,,N,,,,,Y,,Y,,,Y,N,N
50010,tube worm unid.,,Y,Y,Y,Y,808,N,,N,,,,,Y,,Y,,,U,N,N
50013,parchment tubeworms,Chaetopterus sp.,,Y,,Y,251,N,,N,,,,,Y,,Y,,,U,N,N
50020,yellow sponge worm,Spinther alaskensis,,Y,,Y,1565,N,,N,,,,,Y,,Y,,,Y,N,N
50021,pink sponge worm,Spinther sp. A (Clark 2006),,Y,,Y,3527,N,,N,,,,,Y,,Y,,,Y,N,N
50050,,Ampharetidae,Y,,,Y,3560,N,,N,,,,,Y,,Y,,,U,N,N
50100,,Oweniidae,Y,,,Y,727,N,,N,,,,,Y,,Y,,,Y,N,N
50160,sea mouse unid.,Aphroditidae,Y,Y,Y,Y,105,N,,N,,,,,Y,,Y,,,Y,N,N
50161,,Aphrodita sp.,Y,Y,,Y,104,N,,N,,,,,Y,,Y,,,Y,N,N
50190,,Aphrodita japonica,Y,,,Y,1595,N,,N,,,,,Y,,Y,,,Y,N,N
50192,,Aphrodita negligens,Y,,,Y,1596,N,,N,,,,,Y,,Y,,,Y,N,N
50201,eighteen-scaled worm,Halosydna brevisetosa,,Y,,Y,1650,N,,N,,,,,Y,,Y,,,U,N,N
50205,porcupine worm,Euphrosine multibranchiata,,Y,,Y,1836,N,,N,,,,,Y,,Y,,,Y,N,N
50215,gravel tube worm,Nothria conchylega,,Y,,Y,,N,,N,,,,,Y,,Y,,,U,N,N
50220,,Travisia sp.,,Y,,Y,1010,N,,N,,,,,Y,,Y,,,Y,N,N
50221,pupa utility worm,Travisia pupa,,Y,,Y,1571,N,,N,,,,,Y,,Y,,,Y,N,N
50301,red-banded commensal scale worm,Arctonoe vittata,,Y,,Y,1345,N,,N,,,,,Y,,Y,,,Y,N,N
52715,,Glycera sp.,Y,Y,,Y,436,N,,N,,,,,Y,,Y,,,Y,N,N
53700,cat worm unid.,Nephtyidae,Y,,,Y,667,N,,N,,,,,Y,,Y,,,Y,N,N
54000,,Nereididae,,Y,,Y,2949,N,,N,,,,,Y,,Y,,,Y,N,N
54010,,Nereis sp.,Y,Y,Y,Y,670,N,,N,,,,,Y,,Y,,,Y,N,N
54015,,Amblyosyllis sp.,,Y,N,Y,4129,N,,N,,,,,Y,,Y,,,U,N,N
54030,red and white banded sea nymph,Cheilonereis cyclurus,Y,Y,,Y,2181,N,,N,,,,,Y,,Y,,,Y,N,N
55900,,Phyllodocidae,Y,,,Y,3727,N,,N,,,,,Y,,Y,,,U,N,N
56300,scale worm unid.,Polynoidae,Y,Y,,Y,813,N,,N,,,,,Y,,Y,,,Y,N,N
56310,,Eunoe sp.,Y,Y,,Y,397,N,,N,,,,,Y,,Y,,,Y,N,N
56311,giant scale worm,Eunoe nodosa,Y,,,Y,1106,N,,N,,,,,Y,,Y,,,Y,N,N
56312,depressed scale worm,Eunoe depressa,Y,,,Y,1107,N,,N,,,,,Y,,Y,,,Y,N,N
56313,thorny scaleworm,Eunoe senta,,Y,,Y,1105,N,,N,,,,,Y,,Y,,,Y,N,N
56321,ciliated scale worm,Gattyana ciliata,,Y,,Y,1394,N,,N,,,,,Y,,Y,,,Y,N,N
57000,sabellid unid.,Sabellidae,Y,,,Y,881,N,,N,,,,,Y,,Y,,,U,N,N
57001,slime worm,Myxicola infundibulum,,,,Y,3957,N,,N,,,,,Y,,Y,,,Y,N,N
57409,serpulid worm,Serpulidae,Y,Y,Y,Y,3287,N,,N,,,,,Y,,Y,,,U,N,N
57410,,Serpula vermicularis,Y,,,Y,2493,N,,N,,,,,Y,,Y,,,U,N,N
57411,red trumpet calcareous tubeworm,Serpula columbiana,,Y,,Y,1321,N,,N,,,,,Y,,Y,,,N,N,N
57412,,Serpula sp.,,Y,,Y,913,N,,N,,,,,Y,,Y,,,U,N,N
58000,,Pectinaria sp.,,Y,,Y,765,N,,N,,,,,Y,,Y,,,Y,N,N
58001,tusk coneworm,Cistenides granulata,,Y,,Y,,N,,N,,,,,Y,,Y,,,Y,N,N
58500,,Brada sp.,Y,Y,,Y,3585,N,,N,,,,,Y,,Y,,,Y,N,N
58501,,Sternaspis sp.,Y,Y,,Y,3764,N,,N,,,,,Y,,Y,,,U,N,N
58502,,Brada sachalina,Y,,,Y,3586,N,,N,,,,,Y,,Y,,,Y,N,N
58503,,Brada granulata,Y,,,Y,3587,N,,N,,,,,Y,,Y,,,Y,N,N
58504,,Stylaroides plumosa,Y,,,Y,3766,N,,N,,,,,Y,,Y,,,U,N,N
58505,rough brada,Brada sp. A,Y,,,Y,3982,N,,N,,,,,Y,,Y,,,Y,N,N
58506,smooth brada,Brada sp. B,Y,,,Y,3983,N,,N,,,,,Y,,Y,,,Y,N,N
58507,slimy brada,Brada sp. C,Y,,,Y,3984,N,,N,,,,,Y,,Y,,,Y,N,N
58508,,Brada inhabilis,Y,,,Y,3985,N,,N,,,,,Y,,Y,,,Y,N,N
58509,,Brada villosa,Y,,,Y,3994,N,,N,,,,,Y,,Y,,,Y,N,N
59000,bristle worm unid.,,Y,Y,,Y,808,N,,N,,,,,Y,,Y,,,Y,N,N
59100,leech unid.,Hirudinea,Y,Y,,Y,484,N,,N,,,,,Y,,Y,,,Y,N,N
59110,,Notostomum sp.,Y,Y,,Y,4022,N,,N,,,,,Y,,Y,,,Y,N,N
59111,striped sea leech,Notostomum cyclostomum,Y,Y,,Y,2324,N,,N,,,,,Y,,Y,,,Y,N,N
59120,,Notostomobdella sp.,Y,Y,,Y,224,N,,N,,,,,Y,,Y,,,Y,N,N
60001,crustacean unid.,Crustacea,Y,Y,Y,Y,2627,N,,N,,,,,Y,,Y,,,Y,N,N
60100,amphipod unid.,Amphipoda,Y,Y,,Y,2681,N,,N,,,,,Y,,Y,,,Y,N,N
60101,,Iphinoe sp.,,Y,,Y,3906,N,,N,,,,,Y,,Y,,,U,N,N
60102,,Ampelisca sp.,Y,Y,,Y,3990,N,,N,,,,,Y,,Y,,,U,N,N
60104,,Eusirus sp.,Y,Y,N,Y,404,N,,N,,,,,Y,,Y,,,U,N,N
60105,speckled amphipod,Eusirus cuspidatus,,Y,,Y,1239,N,,N,,,,,Y,,Y,,,Y,N,N
60106,armored amphipod,Epimeria sp.,,Y,,Y,2681,N,,N,,,,,Y,,Y,,,Y,N,N
60107,smooth northern amphipod,Stegocephalus inflatus,,Y,,Y,2394,N,,N,,,,,Y,,Y,,,Y,N,N
60108,,Stegocephalus sp.,,,,Y,937,N,,N,,,,,Y,,Y,,,U,N,N
